,document_title,question_text,yes_no_answer,short_answer1,short_answer2,short_answer3,short_answer4,short_answer5,short_answer6,short_answer7,short_answer8,short_answer9,short_answer10,short_answer11,short_answer12,short_answer13,short_answer14,short_answer15,short_answer16,short_answer17,short_answer18,short_answer19,short_answer20,short_answer21,short_answer22,short_answer23,short_answer24,short_answer25,short_answer26,short_answer27,short_answer28,short_answer29,short_answer30,short_answer31,short_answer32,short_answer33,short_answer34,short_answer35,short_answer36,short_answer37,short_answer38,short_answer39,short_answer40,short_answer41,short_answer42,short_answer43,short_answer44,short_answer45,short_answer46,short_answer47,short_answer48,short_answer49,short_answer50
0,Gotham (season 4),when does the new gotham season come out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","September 21 , 2017","September 21 , 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,First Amendment to the United States Constitution,a description of the history and meaning of the 1st amendment,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of biblical names starting with C,male names in the bible that start with c,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Man Gave Names to All the Animals,who named all the animals in the world,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Adam,Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Waivers (NHL),how long do nhl players stay on waivers,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",24 hours,24 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Price Is Right (1956 U.S. game show),what year did the price is right first air,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1956,"November 26 , 1956",1956,"November 26 , 1956",1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Thespis,who stepped out of the dithyrambic chorus to become the first actor,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Thespis,Thespis,Thespis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Not in This Lifetime... Tour,when did the not in this lifetime tour start,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","April 8 , 2016","April 1 , 2016","April 1 , 2016","April 1 , 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Squid,squid are members of what phylum and what class,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,I Wan'na Be like You (The Monkey Song),who sings jungle book i wanna be like you,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Louis Prima,Louis Prima,Louis Prima .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,South Korea–United States relations,us aid to south korea after korean war,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Here We Go Round the Mulberry Bush (film),here we go around the mulberry bush film,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mali Empire,which best describes timbuktu under the mali empire,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","a place of trade , entertainment , and education",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ancient Greek architecture,identify the order of greek architecture pictured here,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Actor,how many roles did an actor have in a play,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Two Pints of Lager and a Packet of Crisps,who sings two pints of lager and a packet of crisps,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Splodgenessabounds,Christian Henson,Splodgenessabounds,Christian Henson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Technical communication,where are the blueprints for creating a person stored and communication,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Printmaking,in which of the following techniques is the print pulled from a slab of limestone,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone SE,when did the apple iphone se come out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","March 31 , 2016","March 31 , 2016","March 31 , 2016","March 21 , 2016","March 31 , 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of The Vampire Diaries characters,where do they put the tomb vampires in order to burn them during founders day,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the Gilbert building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flags of the Confederate States of America,red and white flag with circle of stars,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",The first national flag of the Confederate States of America with 13 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inca Empire,what government structure did the aztec and inca have in common,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Articles of Confederation,which government had more power under the articles of confederation,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the states,states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,John C. Calhoun,who had a cousin who was a strong supporter for independence,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,In the Heat of the Night (TV series),who played junior on in the heat of the night,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Christian LeBlanc,Christian LeBlanc,Christian LeBlanc,Christian LeBlanc,Christian LeBlanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Menace II Society,who was the crackhead in menace to society,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Almora,when was the debating club established in almora,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1871,1871 A.D.,1871 A.D.,1871,1871 A.D.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,First disciples of Jesus,who were the first disciples to be called,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,New England Patriots,how many super bowl games has the patriots played in,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",ten,10,ten,ten,ten times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Real estate contract,what is the minimum number of parties required to enter into a deed,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",two parties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Transatlantic telegraph cable,when was the first underwater cable laid beneath the english channel,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Jaro Institute of Technology, Management and Research",jaro institute of technology management andresearch private limited,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Beauty and the Beast (2017 film),where is the setting for beauty and the beast,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",France,Rococo - era France,Rococo - era France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yam (vegetable),where is the food stored in a yam plant,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",an edible tuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Disney's Beauty and the Beast characters,who plays lefou in beauty and the beast 1991,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Venezuelan voice actor Jesse Corti,Jesse Corti,Jesse Corti,Jesse Corti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Balaam,where does the donkey talk in the bible,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Numbers 22 : 28,Numbers 22 : 28,Numbers 22 : 28,Numbers 22 : 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Playback singer,who sang the most number of songs in the world,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Asha Bhosle,Asha Bhosle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Athletics at the 1964 Summer Olympics – Men's 10,000 metres",athletics at the 1964 summer olympics – men's 10 000 metres,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Musical instrument classification,name the three types of musical instruments how is sound produced in each type,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Haunted Mansion Holiday,when is the haunted mansion nightmare before christmas,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",from late - September through early January,late - September through early January,from late - September through early January,late - September through early January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,English contract law,a is an agreement by two or more sellers to refuse to deal with a particular person or firm,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ash Wednesday,where did the ashes from ash wednesday originate,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",burning palm leaves from the previous year 's Palm Sunday celebrations,Pope Gregory I the Great,Pope Gregory I the Great,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,It's My Party (Lesley Gore song),who sings it's my party and i cry if i want to,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Lesley Gore,Lesley Gore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pittsburgh Steelers Radio Network,what radio station is playing the steelers game,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Group 11 element,what are some elements that are similar to silver,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",copper ( Cu ),gold ( Au ),copper ( Cu ),gold ( Au ),Roentgenium ( Rg ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Over the River and Through the Wood,over the mountains and through the woods to grandmother's house we go,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Roanoke Valley Governor's School for Science and Technology,roanoke valley governor's school for science and technology,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Chain,when was the chain first used for f1,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1978,1978,1978,1978,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Patient (grammar),transitive verb in relation to the noun phrase direct object,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,You'll Never Walk Alone,when was you'll never walk alone first released,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1945,1945,1945,1945,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Deer Hunter,what year is the deer hunter set in,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1967,1967,late 1967,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,A Place to Call Home (season 5),place to call home season 5 episode guide,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,112th United States Congress,who controlled the house and the senate in 2012,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Republican,Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Super Bowl champions,what nfl team has won the least super bowls,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Wolfman (2010 film),the wolfman 2010 full movie in hindi part 2,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red blood cell,why do red blood cells live for only 120 days,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Double (basketball),nba record for most double doubles in a season,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Tim Duncan,Tim Duncan leads the National Basketball Association ( NBA ) in the points - rebounds combination with 840,John Stockton leads the points - assists combination with 714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Social disorganization theory,who proposed 30 different suggestions for why crime remained high in some areas,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of cities in Texas,what is the number of cities in texas,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",961,961,961,961,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Big Sur,where does the big sur begin and end,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","does not have specific boundaries , but is generally considered to include the 71 miles ( 114 km ) segment of California State Route 1 from Malpaso Creek near Carmel Highlands south to San Carpóforo Creek near San Simeon and the entire Santa Lucia range between the rivers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Puerto Rico,who did puerto rico belong to before the u.s,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",indigenous Taíno people,Spain,Spain,indigenous Taíno people,Taíno,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Panic! at the Disco,when does panic at the disco album come out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","December 15 , 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Trafficking of children,three kinds of youngster who are potential victims of human trafficking,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Mask (film),who plays dorian tyrell when he puts on the mask,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Peter Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cheeseburger in Paradise,where was the song cheeseburger in paradise written,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ashrita Furman,who holds the world record for the most world records,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Ashrita Furman,Ashrita Furman,Ashrita Furman,Ashrita Furman ( born Keith Furman,Ashrita Furman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Dragon Ball Super episodes,when is dragon ball super episode 131 releasing,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","March 25 , 2018","March 25 , 2018",TBA,"March 25 , 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Philosophical skepticism,who argued that as a philosopher he was committed to radical skepticism,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Great Gig in the Sky,who sang on great gig in the sky,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Pink Floyd,Clare Torry,Clare Torry,Clare Torry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Conduct prejudicial to good order and discipline,conduct to the prejudice of good order and discipline,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Where Do You Go To (My Lovely)?,where do you you go to my lovely,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Adaptations of Agatha Christie,three movies made from agatha christie's novels,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",The Passing of Mr. Quinn,Die Abenteurer G.m.b.H.,Alibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gossip Girl,what college does everyone in gossip girl go to,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",New York University,New York University,Columbia University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Test of English as a Foreign Language,internet based test of english as a foreign language test,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",TOEFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of players with the most goals in an association football game,premier league players to score 5 goals in one game,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Andy Cole,Alan Shearer,Jermain Defoe,Dimitar Berbatov,Sergio Agüero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Marilyn (given name),what is the origin of the name marilyn,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",a blend of the English given names Mary and Lynn,a blend of the English given names Mary and Lynn,blend of the English given names Mary and Lynn,a blend of the English given names Mary and Lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Walker, Texas Ranger",how many walker texas ranger seasons are there,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Eight,8,Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,From Dusk till Dawn: The Series,how many seasons of from dusk till dawn are there,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",third season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Federal tribunals in the United States,congress may delegate the adjudication of public rights to non-article iii courts,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Blue moon,where does the phrase blue moon come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Miami Dolphins,when is the last time the dolphins went to the superbowl,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Super Bowl XIX,1984,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Uniformitarianism,who is responsible for introducing the principle of uniformitarianism,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",geologist James Hutton,James Hutton,William Whewell,James Hutton,William Whewell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Unfair labor practice,what is the concept of unfair labor practice in labor code,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",actions taken by employers or unions that violate the National Labor Relations Act of 1935 ( 49 Stat. 449 ) 29 U.S.C. § 151 -- 169 ( also known as the NLRA and the Wagner Act after NY Senator Robert F. Wagner ) and other legislation,in US labor law refers to certain actions taken by employers or unions that violate the National Labor Relations Act of 1935 ( 49 Stat. 449 ) 29 U.S.C. § 151 -- 169 ( also known as the NLRA and the Wagner Act after NY Senator Robert F. Wagner ) and other legislation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Arvizu,where does the last name arvizu come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,I Ain't Mad at Cha,when did i ain't mad at cha come out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","September 15 , 1996","September 15 , 1996","September 15 , 1996",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Independent agencies of the United States government,who appoints the members of the given branch in the united states,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the President of the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,User interface design,which of the following is not one of the primary considerations when designing the user interface,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,NBA high school draftees,who was the last nba player to get drafted out of high school,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Thon Maker,Thon Maker,Thon Maker,Thon Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,War of 1812,who was the war of 1812 fought between,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","the United States , the United Kingdom , and their respective allies","between the United States , the United Kingdom , and their respective allies","between the United States , the United Kingdom , and their respective allies","the United States , the United Kingdom , and their respective allies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of pharaohs,pharaohs of the old kingdom in ancient egypt,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of natural disasters in the British Isles,when was the last time a hurricane hit the uk,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",2017,autumn of 2017,2017,the autumn of 2017,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Justice of the peace,difference between judge and justice of the peace,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,British Empire,what resources did the british empire get from india,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Deep Thought,deep thought computer from hitchhiker's guide to the galaxy,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Firearms licence (New Zealand),how old do you have to be to get a gun licence in nz,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",16 or older,16 or older,16 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Church of the Multiplication,church of the loaves and fishes tabgha israel,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Transduction (physiology),where does transduction occur in the auditory system,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Houston Astros,when did the astros change from the national league to the american league,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",2013,2013,"March 31 , 2013",2013,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great Wall of China,how many kilometers of great wall of china,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","21,196 km","the entire wall with all of its branches measures out to be 21,196 km","21,196 km","21,196 km","8,850 km",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Monk's Café,what is the name of the restaurant in seinfeld,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Monk 's Café,Monk 's Café,Monk 's Café,Monk 's Café,Monk 's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Death Note episodes,when does season 2 of death note start,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Octane rating,what is the difference between ron and mon,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Early world maps,when was the first accurate world map made,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Molecular symmetry,what does it mean for a molecule to be symmetrical,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Flume (Alton Towers),when did the log flume closed at alton towers,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",2015,10 October 2015,10 October 2015,2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pennsylvania Railroad,when did the prr first begin its passenger service between pittsburgh and philadelphia,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1854,1854,by 1854,by 1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Canadian Open (badminton),who has won the canada open women's doubles,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Mayu Matsumoto,Wakana Nagahara,Mayu Matsumoto,Wakana Nagahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Almond,where does the last name almond come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Little Mix,where did little mix come in x factor,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",They were the first group to win the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bangladesh–India border,name of the boundary line between india and bangladesh,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the International Border ( IB ),International Border ( IB ),the International Border ( IB ),International Border ( IB ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
