,document_title,question_text,yes_no_answer,short_answer1,short_answer2,short_answer3,short_answer4,short_answer5,short_answer6,short_answer7,short_answer8,short_answer9,short_answer10,short_answer11,short_answer12,short_answer13,short_answer14,short_answer15,short_answer16,short_answer17,short_answer18,short_answer19,short_answer20,short_answer21,short_answer22,short_answer23,short_answer24,short_answer25,short_answer26,short_answer27,short_answer28,short_answer29,short_answer30
0,Far from the Madding Crowd (2015 film),who starred in the film far from the madding crowd,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Carey Mulligan,Matthias Schoenaerts,Michael Sheen,Tom Sturridge,Juno Temple,Carey Mulligan,Matthias Schoenaerts,Michael Sheen,Tom Sturridge,Juno Temple,Carey Mulligan,Matthias Schoenaerts,Michael Sheen,Tom Sturridge,Juno Temple,,,,,,,,,,,,,,,
0,Jawaharlal Nehru Centre for Advanced Scientific Research,jawaharlal nehru centre for advanced scientific research jakkur campus,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Jakkur , Bangalore , India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brave New World,what inspired huxley to write brave new world,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the utopian novels of H.G. Wells,"the utopian novels of H.G. Wells , including A Modern Utopia ( 1905 ) and Men Like Gods ( 1923 )",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,One Ok Rock,why does one ok rock sing in english,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Variable (mathematics),where can single letter variables can be used,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Covalent bond,two atoms of the same element that are covalently bonded,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",shared pairs or bonding pairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Arachidonic acid,where is arachidonic acid found in the body,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",brain,muscles,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chair of the Federal Reserve,who appoints the chair of the federal reserve system,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the President of the United States,President of the United States,the President of the United States,the President of the United States,the President of the United States,,,,,,,,,,,,,,,,,,,,,,,,,
0,Padawan,how do you spell padawan from star wars,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Padawan,Padawan,Padawan,Padawan,Padawan,,,,,,,,,,,,,,,,,,,,,,,,,
0,Australia's Got Talent,who are the australia's got talent judges,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Kelly Osbourne,Sophie Monk,Eddie Perfect,Ian Dickson,Kelly Osbourne,Ian `` Dicko '' Dickson,Sophie Monk,Eddie Perfect,Kelly Osbourne,Ian `` Dicko '' Dickson,Sophie Monk,Eddie Perfect,,,,,,,,,,,,,,,,,,
0,Randle McMurphy,family guy one flew over the cuckoo's nest,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,British Gas,where does british gas get its gas from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,General election,when are general elections held in the us,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",every two to six years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2017 Stanley Cup Finals,who played in the stanley cup finals last year,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Pittsburgh Penguins,Nashville Predators,Pittsburgh Penguins,Nashville Predators,Pittsburgh Penguins,Nashville Predators,The Eastern Conference champion and defending Stanley Cup champion Pittsburgh Penguins,the Western Conference champion Nashville Predators,,,,,,,,,,,,,,,,,,,,,,
0,Boroughs of New York City,are queens and brooklyn part of long island,"['YES', 'YES', 'NONE', 'YES', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Public administration,history of public administration in the united states,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of local winds,dry cold wind in south america that blows south west from the andes to the atlantic,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Garua , la garúa , or garoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Chief Election Commissioner of India,who has been appointed as the election commissioner of india,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Om Prakash Rawat,Om Prakash Rawat,Om Prakash Rawat,Om Prakash Rawat,Om Prakash Rawat,,,,,,,,,,,,,,,,,,,,,,,,,
0,Conan the Destroyer,who played the virgin in conan the destroyer,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Olivia d'Abo,Olivia d'Abo,Olivia d'Abo,Olivia d'Abo,Olivia d'Abo,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of backward compatible games for Xbox One,can u play xbox 360 games in xbox one,"['YES', 'NONE', 'YES', 'NONE', 'YES']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Food Network Star (season 12),who won the food network star in 2016,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Tregaye Fraser,Tregaye Fraser,Tregaye Fraser,Tregaye Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Attitude change,attitudes of a person toward some object or idea are highly resistant to change,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,NCAA Division II,how many scholarships do division 2 football teams get,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",36.0,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Limited government,the main idea of limited government is that,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","the government is empowered by law from a starting point of having no power , or where governmental power is restricted by law , usually in a written constitution",governmental power is restricted by law,protection of individual liberty from government intrusion,"government is empowered by law from a starting point of having no power , or where governmental power is restricted by law , usually in a written constitution",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sweet Caroline,when did sweet caroline start at red sox games,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",at least 1997,1997,1997,"since at least 1997 , and in the middle of the eighth inning at every game since 2002",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Vivo (smartphone),when did vivo launch first smartphone in india,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jennifer Jareau,criminal minds what episode does jj find out she pregnant,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",The Crossing,in April 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Epistle to the Philippians,who was the book of philippians written to,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","to the church at Philippi , one of the earliest churches to be founded in Europe",Philippians,"to the church at Philippi , one of the earliest churches to be founded in Europe",the church at Philippi,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Government of South Australia,who is the state government of south australia,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sinus rhythm,what is the meaning of sinus rhythm in ecg,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",cardiac rhythm where depolarization of the cardiac muscle begins at the sinus node,any cardiac rhythm where depolarization of the cardiac muscle begins at the sinus node,the presence of correctly oriented P waves,any cardiac rhythm where depolarization of the cardiac muscle begins at the sinus node,characterised by the presence of correctly oriented P waves on the electrocardiogram ( ECG ),,,,,,,,,,,,,,,,,,,,,,,,,
0,List of National Basketball Association single-game scoring leaders,who has the most 70 point games in nba history,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Wilt Chamberlain,Wilt Chamberlain *,"Chamberlain , Wilt","Booker , Devin",Wilt Chamberlain,,,,,,,,,,,,,,,,,,,,,,,,,
0,I'm Not a Robot,i'm not a robot episode 25 summary,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Habib,what is the meaning of the name habib,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",beloved,`` beloved '',`` beloved '',beloved,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"United States presidential election in Florida, 2000",who carried florida by 537 votes in 2000,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",George W. Bush,Bush,Bush,Bush,George W. Bush,,,,,,,,,,,,,,,,,,,,,,,,,
0,90th Academy Awards,where will the oscars be held this year,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Dolby Theatre in Hollywood , Los Angeles , California","Dolby Theatre in Hollywood , Los Angeles , California","the Dolby Theatre in Hollywood , Los Angeles , California","at the Dolby Theatre in Hollywood , Los Angeles , California",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dungeons & Dragons (TV series),dungeons and dragons cartoon eye of the beholder,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Big Ten Conference,when did ohio state join the big 10,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1912,1912,1912,1912,1912,,,,,,,,,,,,,,,,,,,,,,,,,
0,Star Trek: Discovery,when does the new season of star trek begin,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,French and Indian War,who were the major leaders of the french and indian war,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone SE,what are the dimensions of an iphone se,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",123.8 mm ( 4.87 in ) H,58.6 mm ( 2.31 in ) W,7.6 mm ( 0.30 in ) D,123.8 mm ( 4.87 in ) H,58.6 mm ( 2.31 in ) W,7.6 mm ( 0.30 in ) D,123.8 mm ( 4.87 in ) H,58.6 mm ( 2.31 in ) W,7.6 mm ( 0.30 in ) D,123.8 mm ( 4.87 in ) H,58.6 mm ( 2.31 in ) W,7.6 mm ( 0.30 in ) D,123.8 mm ( 4.87 in ) H,58.6 mm ( 2.31 in ) W,7.6 mm ( 0.30 in ) D,,,,,,,,,,,,,,,
0,Silver Linings Playbook,where was the movie silver linings playbook filmed,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Upper Darby , Ridley Park , and Lansdowne small communities just outside Philadelphia , Pennsylvania",Upper Darby,Ridley Park,Lansdowne,"just outside Philadelphia , Pennsylvania","small communities just outside Philadelphia , Pennsylvania",Upper Darby,Ridley Park,Lansdowne,,,,,,,,,,,,,,,,,,,,,
0,The Boy Next Door (film),what happens at the end of the boy next door,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of members of the United States Congress by longevity of service,who is the longest serving member of the house in history,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",John Dingell,John Dingell,John Dingell,John Dingell,John Dingell,,,,,,,,,,,,,,,,,,,,,,,,,
0,Can't Take My Eyes Off You,can't take my eyes off you deer hunter version,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Game of Thrones characters,who plays the dragon queen from game of thrones,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Emilia Clarke,Emilia Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Boruto: Naruto Next Generations episodes,when does episode 29 of boruto come out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","October 18 , 2017","October 18 , 2017","October 18 , 2017","October 18 , 2017","October 18 , 2017",,,,,,,,,,,,,,,,,,,,,,,,,
0,Macroeconomics,what factors led to the rise of national economies,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dave Madden,who played mr. kincaid on the partridge family,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",David Joseph Madden,David Joseph Madden,David Joseph Madden,David Joseph Madden,David Joseph Madden,,,,,,,,,,,,,,,,,,,,,,,,,
0,Identification of trees of the northeastern United States,what kind of trees have heart shaped leaves,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Eastern Redbud,Linden,Catalpa,Eastern Redbud,,,,,,,,,,,,,,,,,,,,,,,,,,
0,British Empire,where did the british empire control an entire continent,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Australia,Australia,Australia,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Non-rebreather mask,when should a non rebreather mask be used,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","for patients with physical trauma , chronic airway limitation , cluster headache , smoke inhalation , and carbon monoxide poisoning , or any other patients who require high - concentration oxygen , but do not require breathing assistance","patients with physical trauma , chronic airway limitation , cluster headache , smoke inhalation , and carbon monoxide poisoning , or any other patients who require high - concentration oxygen , but do not require breathing assistance","for patients with physical trauma , chronic airway limitation , cluster headache , smoke inhalation , and carbon monoxide poisoning , or any other patients who require high - concentration oxygen , but do not require breathing assistance",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Atlanta Falcons,where do the atlanta falcons play next week,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Health insurance in India,different categories of health insurance schemes available in india,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sandy Wexler,is the movie sandy wexler based on a true story,"['NONE', 'NONE', 'NO', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Bye, Felicia",where does the phrase good bye felicia come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",a scene in the American stoner buddy crime comedy film Friday ( 1995 ),a scene in the American stoner buddy crime comedy film Friday ( 1995 ),intended as a dismissive kiss - off,a scene in the American stoner buddy crime comedy film Friday,came from a scene in the American stoner buddy crime comedy film Friday ( 1995 ),,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Dragon Ball Super episodes,when does dragon ball super episode 113 start,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","October 29 , 2017","October 29 , 2017","October 29 , 2017","October 29 , 2017","October 29 , 2017",,,,,,,,,,,,,,,,,,,,,,,,,
0,Animal,distinctive characteristics of animals classified as vertebrates include,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",have a vertebral column ( spine ),have a vertebral column,a vertebral column ( spine ),a vertebral column ( spine ),backbones,,,,,,,,,,,,,,,,,,,,,,,,,
0,Beowulf,when was beowulf most likely composed when did it's events probably take place,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",700 -- 1000 AD,in the 7th century,over most of the sixth century,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fall of the Western Roman Empire,as the roman empire fell what was the impact on europe,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Troubadour (song),what does troubadour mean in george strait song,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","the narrator reflects on his life as a troubadour , feeling that he is content with what he has accomplished",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fifty Shades (novel series),what are the three fifty shades of grey books,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Fifty Shades of Grey,Fifty Shades Darker,Fifty Shades Freed,Fifty Shades of Grey,Fifty Shades Darker,Fifty Shades Freed,,,,,,,,,,,,,,,,,,,,,,,,
0,List of people with the most children,record for most babies born at one time,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kansas City (Leiber and Stoller song),who wrote the song going to kansas city,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Jerry Leiber and Mike Stoller,Jerry Leiber,Mike Stoller,Jerry Leiber,Mike Stoller,Jerry Leiber,Mike Stoller,,,,,,,,,,,,,,,,,,,,,,,
0,The Winds of Winter,when will the next got book be released,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",may not be published until 2018 or later,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Death in Paradise (TV series),where is the tv series death in paradise filmed,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the French island of Guadeloupe in the Lesser Antilles,the French Caribbean island of Guadeloupe,the French Caribbean island of Guadeloupe,the French Caribbean island of Guadeloupe,the French Caribbean island of Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,
0,Elections in the Philippines,who has the right to vote in philippines,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Every citizen 18 years old or above on Election Day who has been a resident of the Philippines for at least a year and for at least six months in the place he is registering , and is not otherwise disqualified by law","Every citizen 18 years old or above on Election Day who has been a resident of the Philippines for at least a year and for at least six months in the place he is registering , and is not otherwise disqualified by law",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Game of Thrones,where did they film the game of thrones,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Canada,Croatia,Iceland,Malta,Morocco,Spain,Northern Ireland,Scotland,United States,"in Belfast and elsewhere in the United Kingdom , Canada , Croatia , Iceland , Malta , Morocco , Spain , and the United States",,,,,,,,,,,,,,,,,,,,
0,New Mexico,how did new mexico get its name and nickname,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Niger Delta,where is the niger delta on a map,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",sitting directly on the Gulf of Guinea on the Atlantic Ocean in Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pennsylvania House of Representatives,how many pennsylvania house of representatives are there,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",203,203 members,203,203,203 members,,,,,,,,,,,,,,,,,,,,,,,,,
0,Algal bloom,what is most likely cause of algal blooms,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","an excess of nutrients , particularly some phosphates","an excess of nutrients , particularly some phosphates",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tāne Mahuta,what is the oldest kauri tree in new zealand,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Priesthood in the Catholic Church,what is a priest in the catholic church,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rhetorical question,who is the person who asks questions in a debate,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,History of Nintendo,who designed the first toy released by nintendo,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Fusajiro Yamauchi,Gunpei Yokoi,Gunpei Yokoi,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Western Wall,where is the wailing wall and why is it a holy spot,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Shimmer and Shine,who does the music for shimmer and shine,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Joachim Svare,Joleen Belle,Melanie Fontana,Bobby Tahouri,Bobby Tahouri,Joachim Svare,Joleen Belle,Melanie Fontana,Bobby Tahouri,Joachim Svare,Joleen Belle,Melanie Fontana,Bobby Tahouri,,,,,,,,,,,,,,,,,
0,Plaintiff,who is a defendant and who is a plaintiff,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Jazz Singer (1980 film),is the film the jazz singer a true story,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,NBC Nightly News,what time is nbc nightly news on in california,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Civil Rights Act of 1964,who does the civil rights act of 1964 protect,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",all Americans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,NFL International Series,when did the nfl start playing in london,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",2007,2007,since 2007,"October 28 , 2007",2007,,,,,,,,,,,,,,,,,,,,,,,,,
0,End of the Road,when did end of the road come out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","June 30 , 1992",1992,"June 30 , 1992","June 30 , 1992",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Alternation of generations,define and distinguish between the stages of the alternation of generations reproductive cycle,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tabitha and Napoleon D'umo,who are the judges on do you think you can dance,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Nigel Lythgoe,Mia Michaels,Adam Shankman,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Employment authorization document,can you have an ead without a visa,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gilmore Girls (season 5),when do luke and lorelai get back together,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Say Goodbye to Daisy Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2018 NCAA Division I Men's Basketball Tournament,where are march madness games 2018 being played,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Walk the Line (soundtrack),who sang the songs on walk the line,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Joaquin Phoenix,Reese Witherspoon,Waylon Payne,Johnathan Rice,Tyler Hilton,Shooter Jennings,"Joaquin Phoenix ( as Johnny Cash ) , four songs by Reese Witherspoon ( as June Carter Cash ) , one song by Waylon Payne ( as Jerry Lee Lewis ) , one song by Johnathan Rice ( as Roy Orbison ) , two songs by Tyler Hilton ( as Elvis Presley ) , and one song by Shooter Jennings ( as Waylon Jennings )",Joaquin Phoenix,Reese Witherspoon,Waylon Payne,Johnathan Rice,Tyler Hilton,Shooter Jennings,,,,,,,,,,,,,,,,,
0,Bert and Ernie,bert and ernie how they got their names,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,History of the Great Wall of China,who was the great wall of china built to defend against,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",nomads from Inner Asia,nomads from Inner Asia,nomads from Inner Asia,nomads from Inner Asia .,nomads from Inner Asia,,,,,,,,,,,,,,,,,,,,,,,,,
0,National Institute of Cancer Research and Hospital,national institute of cancer research and hospital (nicr&h),"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of awards and nominations received by Tom Hanks,did tom hanks won an award for castaway,"['YES', 'YES', 'YES', 'NONE', 'YES']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Beauty and the Beast (2017 film),who played the beast in the movie beauty and the beast,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Dan Stevens,Dan Stevens,Dan Stevens,Dan Stevens,Adam Mitchell,Dan Stevens,,,,,,,,,,,,,,,,,,,,,,,,
0,HORSE,what does the e stand for in horse poker,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Electromyography,what features of muscle contraction can be determined from an emg (electromyogram),"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",electric potential generated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Autumn,what is the meaning of the word autumn,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",connotations of the passing of the year,fall,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lobbying in the United States,explain one way in which interest groups are important in the united states today,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Daylight saving time in the United States,when did day light savings start in the us,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","March 19 , 1918",1918,"March 31 , 1918",March 11,March 11,,,,,,,,,,,,,,,,,,,,,,,,,
0,Law of attraction (New Thought),what is the secret of the law of attraction,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the belief that by focusing on positive or negative thoughts people can bring positive or negative experiences into their life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Boötes,how did the constellation bootes get its name,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","from the Greek Βοώτης , Boōtēs , meaning `` herdsman '' or `` plowman '' ( literally , `` ox - driver '' ; from βοῦς bous `` cow '' )","from the Greek Βοώτης , Boōtēs , meaning `` herdsman '' or `` plowman ''",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Environmental issues in Japan,which of these is japan’s worst environmental issue,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Elizabeth Berkley,who plays kyle's mom on csi miami,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Date and time notation in the United States,how to write time and date in military,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,NFL playoffs,how many weeks in nfl season including playoffs,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lane,the left or fast lane is called the number 1 lane,"['NONE', 'YES', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lists of The New York Times Fiction Best Sellers,books on the new york times bestseller list the longest,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rocinante,what is don quixote's horse's name,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Rocinante,Rocinante,Rocinante,Rocinante,Rocinante,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Fayetteville, North Carolina",what is the population of fayetteville north carolina,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","204,408 in 2013","204,408 in 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,CCR5,how was it discovered that a deletion in the ccr5 gene could affect hiv tropism,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Feed Jake,if i die before i wake feed jake original,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",American country music band Pirates of the Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sons of Anarchy,in sons of anarchy who is sam crow,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Sons of Anarchy Motorcycle Club , Redwood Original , referred to by the acronym SAMCRO or Sam Crow","the original and founding ( `` mother '' ) charter , Sons of Anarchy Motorcycle Club , Redwood Original",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Climate,what are the three major climate zones found on planet earth and how are they identified,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pretty in Pink,who plays the dad in pretty in pink,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Harry Dean Stanton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Democratic National Convention,who selects the delegates that attend the national conventions,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
